1,1051,2024-05-15 12:18:14.543492,1.0,Loan Payment,1665.427,0,5.551115123125783e-17,1
2,1092,2024-09-01 07:13:25.543492,0.0,Deposit,1193.845,0,0.0,1
3,1014,2024-05-29 17:15:41.543492,1.0,Withdrawal,-283.7869999999998,0,0.0,1
4,1071,2024-07-09 07:42:01.543492,0.0,Withdrawal,940.081,0,0.0,1
5,1060,2024-11-21 22:18:44.543492,1.0,Deposit,680.5690000000002,0,1.3877787807814457e-17,1
6,1020,2024-03-17 19:00:10.543492,0.0,Loan Payment,703.8760000000002,0,0.0,1
7,1082,2024-10-14 21:02:55.543492,0.0,Withdrawal,782.4100000000001,0,0.0,1
8,1086,2024-03-05 23:11:08.543492,1.0,Deposit,404.9770000000002,0,2.7755575615628914e-17,1
9,1074,2024-05-15 21:11:56.543492,0.0,Loan Disbursement,220.25500000000025,0,0.0,1
10,1074,2024-10-07 18:13:00.543492,0.9999999999999999,Deposit,-586.7509999999997,0,0.0,1
11,1087,2024-05-12 02:28:39.543492,1.0,Loan Disbursement,-1875.875,0,0.0,1
12,1099,2024-10-28 15:17:05.543492,0.0,Withdrawal,-766.8020000000001,0,0.0,1
13,1023,2024-03-03 08:07:11.543492,0.0,Withdrawal,-1101.98,0,0.0,1
14,1002,2024-08-10 20:12:25.543492,1.0,Withdrawal,-1709.939,0,5.551115123125783e-17,1
15,1021,2024-12-11 21:07:19.543492,0.0,Loan Payment,-2479.163,0,1.1102230246251565e-16,1
16,1052,2024-06-25 20:22:34.543492,1.0,Loan Payment,-3697.319,0,0.0,1
17,1001,2024-07-05 07:34:40.543492,0.0,Loan Disbursement,-2436.224,0,0.0,1
18,1087,2024-06-16 22:36:28.543492,1.0,Deposit,-3802.1569999999992,0,1.1102230246251565e-16,1
19,1029,2024-04-15 20:27:44.543492,0.0,Loan Disbursement,-4573.384999999999,0,0.0,1
20,1037,2024-04-09 00:41:29.543492,1.0,Deposit,-3527.387,0,0.0,1
21,1001,2024-03-16 07:01:27.543492,0.0,Withdrawal,-3708.41,0,0.0,1
22,1063,2024-08-24 15:14:58.543492,1.0,Deposit,-2853.956,0,0.0,1
23,1059,2024-02-24 16:37:03.543492,0.0,Loan Payment,-2469.65,0,0.0,1
24,1020,2024-10-13 00:45:52.543492,0.9999999999999998,Deposit,-1813.55,0,0.0,1
25,1032,2024-08-08 06:44:54.543492,1.0,Deposit,-856.9850000000001,0,0.0,1
26,1075,2024-08-18 08:33:30.543492,0.0,Withdrawal,-1253.609,0,5.551115123125783e-17,1
27,1057,2024-09-18 20:30:04.543492,1.0,Withdrawal,-1161.1129999999998,0,0.0,1
28,1021,2024-09-04 11:31:23.543492,0.0,Loan Payment,-1191.3109999999997,0,0.0,1
29,1088,2024-09-11 23:29:24.543492,1.0,Deposit,-1143.4039999999995,0,0.0,1
30,1048,2024-07-27 05:22:11.543492,0.0,Deposit,-1116.0049999999997,0,0.0,1
31,1090,2024-02-22 00:41:38.543492,0.0,Deposit,-1294.8829999999998,0,1.3877787807814457e-17,1
32,1058,2024-09-10 12:49:10.543492,1.0000000000000002,Withdrawal,-1665.524,0,0.0,1
33,1041,2024-03-13 00:46:16.543492,0.0,Loan Payment,-1322.009,0,1.1102230246251565e-16,1
34,1091,2024-12-15 00:51:34.543492,1.0,Deposit,-2802.401,0,0.0,1
35,1059,2024-04-08 11:26:17.543492,1.0,Deposit,-2332.982,0,0.0,1
36,1079,2024-03-05 04:16:30.543492,0.0,Deposit,-2537.201,0,2.7755575615628914e-17,1
37,1014,2024-07-28 02:04:21.543492,0.0,Deposit,-1712.042,0,0.0,1
38,1061,2024-05-23 17:09:06.543492,0.9999999999999998,Loan Payment,-3001.109,0,1.1102230246251565e-16,1
39,1061,2024-09-09 03:05:20.543492,1.0,Loan Payment,-4023.029,0,5.551115123125783e-17,1
40,1046,2024-04-02 13:49:28.543492,0.0,Loan Payment,-3568.3459999999995,0,0.0,1
41,1061,2024-07-07 14:31:21.543492,0.0,Withdrawal,-2719.3459999999995,0,1.1102230246251565e-16,1
42,1050,2024-06-13 01:47:44.543492,1.0,Deposit,-1642.7839999999997,0,0.0,1
43,1054,2024-03-07 23:16:46.543492,1.0,Deposit,-2739.0199999999995,0,1.1102230246251565e-16,1
44,1063,2024-09-30 16:15:54.543492,0.0,Deposit,-3743.830999999999,0,0.0,1
45,1002,2024-03-31 17:50:12.543492,1.0,Deposit,-2435.677999999999,0,1.1102230246251565e-16,1
46,1050,2024-06-14 21:52:54.543492,0.0,Loan Disbursement,-3742.783999999999,0,0.0,1
47,1006,2024-02-20 23:08:47.543492,1.0,Loan Payment,-2868.061999999999,0,0.0,1
48,1020,2024-08-07 14:06:03.543492,0.0,Loan Disbursement,-3521.3989999999994,0,0.0,1
49,1072,2024-05-18 07:29:46.543492,0.0,Loan Disbursement,-4489.129999999999,0,0.0,1
50,1038,2024-12-27 13:56:40.543492,1.0,Withdrawal,-5719.174999999999,0,0.0,1
51,1017,2024-12-17 15:16:41.543492,0.0,Withdrawal,-5695.780999999999,0,0.0,1
52,1003,2024-10-18 06:16:53.543492,1.0,Deposit,-7183.897999999999,0,0.0,1
53,1088,2024-04-02 03:21:32.543492,0.0,Loan Disbursement,-7470.493999999999,0,0.0,1
54,1059,2024-03-06 11:55:18.543492,0.9999999999999999,Loan Disbursement,-8183.812999999998,0,2.7755575615628914e-17,1
55,1013,2024-04-30 23:29:56.543492,1.0000000000000002,Loan Payment,-9493.777999999998,0,1.1102230246251565e-16,1
56,1008,2024-11-17 11:47:49.543492,0.0,Loan Disbursement,-9144.593,0,0.0,1
57,1089,2024-08-02 09:10:15.543492,1.0,Withdrawal,-9867.634999999998,0,0.0,1
58,1052,2024-10-25 12:41:13.543492,0.0,Loan Disbursement,-10079.518999999998,0,0.0,1
59,1001,2024-04-06 05:58:50.543492,1.0,Withdrawal,-10681.208,0,2.7755575615628914e-17,1
60,1083,2024-03-29 06:56:27.543492,0.0,Deposit,-10959.254,0,0.0,1
61,1091,2025-01-13 18:49:33.543492,0.0,Withdrawal,-10404.266,0,0.0,1
62,1059,2024-11-30 18:36:32.543492,1.0,Deposit,-10973.861,0,0.0,1
63,1070,2024-09-28 03:16:38.543492,0.0,Loan Payment,-12463.721,0,0.0,1
64,1043,2024-07-11 15:00:30.543492,1.0,Deposit,-13956.017,0,0.0,1
65,1007,2024-06-15 16:16:54.543492,0.0,Loan Disbursement,-14141.474,0,0.0,1
66,1046,2024-10-27 18:19:12.543492,0.9999999999999999,Withdrawal,-13048.409,0,5.551115123125783e-17,1
67,1034,2024-05-31 03:00:56.543492,1.0,Deposit,-13140.251,0,3.469446951953614e-18,1
68,1077,2024-08-23 00:16:27.543492,0.0,Deposit,-13200.086,0,0.0,1
69,1080,2024-02-29 20:00:52.543492,0.0,Deposit,-13028.666,0,1.1102230246251565e-16,1
70,1035,2024-04-03 04:58:59.543492,0.9999999999999998,Deposit,-14477.411,0,0.0,1
71,1049,2024-06-24 14:03:26.543492,1.0,Deposit,-13065.23,0,1.1102230246251565e-16,1
72,1003,2024-04-17 15:15:19.543492,0.0,Deposit,-13368.212,0,0.0,1
73,1001,2024-07-18 16:02:13.543492,0.0,Withdrawal,-13623.296,0,0.0,1
74,1005,2024-02-08 06:17:54.543492,1.0,Loan Disbursement,-13995.491,0,0.0,1
75,1053,2025-01-28 15:30:10.543492,0.0,Loan Disbursement,-14776.079,0,0.0,1
76,1003,2024-02-04 22:50:19.543492,1.0,Deposit,-15637.091,0,0.0,1
77,1053,2024-10-16 15:42:14.543492,0.0,Withdrawal,-15981.158,0,5.551115123125783e-17,1
78,1092,2024-04-06 09:04:01.543492,1.0000000000000002,Deposit,-17119.742,0,0.0,1
79,1062,2024-03-27 11:43:59.543492,0.0,Loan Payment,-17594.429,0,5.551115123125783e-17,1
80,1017,2025-01-10 11:00:43.543492,1.0,Loan Disbursement,-18978.794,0,0.0,1
81,1089,2024-09-27 23:45:26.543492,1.0,Deposit,-19969.028,0,0.0,1
82,1043,2024-05-28 22:47:40.543492,0.0,Withdrawal,-20632.01,0,5.551115123125783e-17,1
83,1033,2024-10-15 04:11:46.543492,0.0,Loan Disbursement,-21820.028,0,0.0,1
84,1073,2024-06-15 20:57:54.543492,1.0,Withdrawal,-20590.424000000003,0,1.1102230246251565e-16,1
85,1061,2024-09-20 11:23:19.543492,0.0,Loan Payment,-21036.788000000004,0,0.0,1
86,1099,2024-03-19 00:22:50.543492,1.0000000000000009,Deposit,-20517.311000000005,0,0.0,1
87,1013,2024-03-05 07:54:57.543492,1.0,Loan Payment,-19112.417000000005,0,0.0,1
88,1094,2024-04-21 14:31:50.543492,0.0,Loan Disbursement,-19372.058000000005,0,0.0,1
89,1047,2025-01-13 19:54:31.543492,0.0,Deposit,-19294.466000000004,0,0.0,1
90,1014,2024-02-21 18:48:46.543492,1.0,Loan Disbursement,-19983.737000000005,0,2.7755575615628914e-17,1
91,1071,2025-01-07 13:56:40.543492,1.0,Deposit,-21188.534000000003,0,0.0,1
92,1077,2024-08-05 18:11:51.543492,0.0,Withdrawal,-20027.606000000003,0,0.0,1
93,1086,2024-11-28 16:15:53.543492,1.0000000000000002,Loan Disbursement,-18647.102000000003,0,0.0,1
94,1061,2024-06-03 17:49:17.543492,0.0,Loan Payment,-17840.300000000003,0,1.1102230246251565e-16,1
95,1039,2025-01-28 11:22:11.543492,0.0,Loan Payment,-18003.896000000004,0,0.0,1
96,1084,2024-08-10 06:06:19.543492,1.0,Withdrawal,-17114.693000000003,0,0.0,1
97,1079,2024-05-12 03:27:02.543492,1.0,Withdrawal,-15943.775,0,0.0,1
98,1081,2024-11-01 20:04:04.543492,0.0,Loan Payment,-15790.184,0,0.0,1
99,1052,2024-07-26 15:13:06.543492,1.0,Withdrawal,-16061.579000000002,0,0.0,1
100,1023,2024-10-23 22:08:17.543492,0.0,Deposit,-16094.831000000002,0,1.3877787807814457e-17,1
101,1025,2024-07-29 23:38:08.543492,0.0,Loan Payment,-15198.257,0,0.0,1
102,1088,2024-12-16 01:30:52.543492,1.0,Loan Disbursement,-13866.455000000002,0,0.0,1
